IdPF,ValorGenericoPF,ValorMGPF
12090,"48,35","51,89"
12091,"72,56","77,87"
12092,"217,67","233,6"
12093,"290,22","311,45"
12094,"580,47","622,94"
12095,"241,84","259,54"
12096,"483,7","519,1"
12097,"725,59","778,68"
12098,"1209,32","1297,8"
12099,"1934,92","2076,5"
12100,"139,23","149,41"
12101,"195,89","210,22"
12102,"652,99","700,77"
12103,1959,"2102,34"
12104,3265,"3503,9"
12105,"278,48","298,85"
12106,"928,26","996,18"
12107,"2784,84","2988,61"
12108,"4641,43","4981,05"
12109,594,"637,46"
12110,"636,42","682,99"
12111,"1272,86",1366
12112,"1909,33","2049,04"
12113,"2545,77","2732,05"
12114,"4242,96","4553,41"
12115,"6364,43","6830,12"
12116,"2121,46","2276,68"
12117,"10607,4","11383,55"
12118,"1188,03","1274,96"
12119,"1272,88","1366,01"
12120,"2545,78","2732,06"
12121,"5091,59","5464,15"
12122,8486,"9106,93"
12123,12729,"13660,39"
12124,"4242,99","4553,45"
12125,"21215,03","22767,34"
12126,"2376,11","2549,98"
12127,"2545,82","2732,1"
12128,"5091,67","5464,23"
12129,"7637,51","8196,35"
12130,"10183,36","10928,47"
12131,"16960,88","18201,91"
12132,"25458,39","27321,19"
12133,"8486,13","9107,06"
12134,"16972,27","18214,13"
12135,"42430,68","45535,35"
12136,"3818,69","4098,11"
12137,"285,71","309,82"
12138,"256,76","278,43"
12139,"25,65","27,82"
12140,"66,62","72,24"
12141,"199,92","216,79"
12142,"299,88","325,18"
12143,"999,65","1084,02"
12144,"1666,12","1806,72"
12145,"2665,8","2890,78"
12146,"372,39","399,63"
12147,"73,26","78,62"
12148,"108,16","116,07"
12149,"120,02","128,8"
12150,"69,89",75
12151,"458,23","491,76"
12152,"687,35","737,65"
12153,"916,55","983,61"
12154,"1374,78","1475,38"
12155,"732,53","786,13"
12156,"1465,05","1572,24"
12157,"33,89","36,75"
12158,"101,71","110,3"
12159,"124,41","134,91"
12160,"52,15","56,55"
12161,"65,21","70,71"
12162,"195,68","212,19"
12163,"173,71","188,37"
12164,"88,91","95,41"
12165,"108,08","115,99"
12166,"27,18","29,17"
12167,"29,92","32,11"
12168,"81,38","87,33"
12169,"162,77","174,68"
12170,"19,69","21,13"
12171,"82,24","88,26"
12172,"88,93","95,44"
12173,"17,85","19,16"
12174,"34,81","37,35"
12175,"38,22","41,01"
12176,"1911,81","2051,69"
12177,"30,25","32,46"
12178,"50,11","53,78"
12179,"100,24","107,57"
12180,"217,77","233,71"
12181,"435,56","467,43"
12182,"326,66","350,56"
12183,"653,33","701,13"
12184,"191,47","205,48"
12185,"32,47","34,84"
12186,"1623,21","1741,98"
12187,"22,84","24,51"
12188,"76,14","81,71"
12189,"23,06","24,74"
12190,"291,01","312,3"
12191,"44,82","48,1"
12192,"282,72","303,4"
12193,"32,9","35,3"
12194,"65,8","70,61"
12195,"415,02","445,39"
12196,"95,74","102,74"
12197,"14,08","15,26"
12198,"511,29","554,44"
12199,"135,8","145,73"
12200,"2375,96","2549,8"
12201,"30,26","32,82"
12202,"90,82","98,48"
12203,"22373,61","24010,69"
12204,"2097,13","2274,11"
12205,"347,51","372,94"
12206,"1363,11","1478,14"
12207,"1642,07","1780,65"
12208,"9482,6","10282,87"
12209,"3849,15","4173,99"
12210,"229,36","248,72"
12211,"382,27","414,53"
12212,"458,76","497,47"
12213,"764,58","829,11"
12214,"631,33","684,61"
12215,"553,65","600,38"
12216,"475,94","516,11"
12217,"441,3","478,54"
12218,"220,65","239,27"
12219,"1599,76","1734,77"
12220,"4216,02","4571,83"
12221,"1077,2","1156,02"
12222,"35,41","38,4"
12223,"41,51","44,55"
12224,"19,52","20,95"
12225,"28,89",31
12226,"90,64","97,27"
12227,"26,39","28,32"
12228,"48,14","52,2"
12229,"25,93","28,12"
12230,"8,43","9,05"
12231,"43,1","46,74"
12232,"16,39","17,77"
12233,"148,81","159,7"
12234,"86,57","92,9"
12235,"102,19","109,67"
12236,"129,3","138,76"
12237,"102,22","109,7"
12238,"306,67","329,11"
12239,"61,4","65,89"
12240,"100,65","108,01"
12241,"409,43","439,39"
12242,"101,36","108,78"
12243,"83,43","89,54"
12244,"82,61","88,66"
12245,"54,4","58,38"
12246,"105,33","113,04"
12247,"30,81","33,06"
12248,"61,63","66,13"
12249,"123,23","132,24"
12250,"124,74","133,87"
12251,"60,27","64,68"
12252,"112,36","120,59"
12253,"208,36","223,61"
12254,"337,08","361,74"
12255,"260,36","279,41"
12256,"134,01","143,82"
12257,"111,67","119,84"
12258,"12,58","13,5"
12259,"19,2","20,61"
12260,"194,36","208,59"
12261,"107,06","114,89"
12262,"39,3","42,62"
12263,"52,38","56,8"
12264,"89,27","96,8"
12265,"137,44","147,5"
12266,"44,97","48,26"
12267,"134,89","144,76"
12268,"26,8","28,76"
12269,"237,57","257,61"
12270,"14,27","15,48"
12271,"13,23","14,35"
12272,"33,93","36,79"
12273,"67,86","73,58"
12274,"69,23","74,29"
12275,"71,75",77
12276,"150,52","161,54"
12277,"76,86","82,49"
12278,"153,72","164,96"
12279,"322,57","346,17"
12280,"645,11","692,32"
12281,"60,3","64,71"
12282,"128,75","138,17"
12283,"23,61","25,34"
12284,"101,17","108,57"
12285,"202,34","217,15"
12286,"211,47","226,94"
12287,"422,93","453,88"
12288,"93,07","100,93"
12289,"222,72","241,51"
12290,"225,52","244,56"
12291,"28,05","30,1"
12292,"52,15","55,96"
12293,"70,55","75,71"
12294,"302,67","328,21"
12295,"797,22","864,5"
12296,"170,01","184,36"
12297,"174,18","186,93"
12298,"20,32","22,03"
12299,"78,73","84,49"
12300,"118,13","126,77"
12301,"105,99","113,74"
12302,"40,93","43,93"
12303,"10,5","11,27"
12304,"13,13","14,09"
12305,"26,28","28,21"
12306,"21,94","23,55"
12307,"36,93","40,05"
12308,"167,49","179,74"
12309,"50,23","53,9"
12310,"76,95","82,59"
12311,"67,25","72,17"
12312,"57,74","61,96"
12313,"119,9","128,67"
12314,"141,85","152,23"
12315,"52,16","55,98"
12316,"41,43","44,46"
12317,"155,38","166,74"
12318,66,"70,83"
12319,"52,39","56,22"
12320,"104,76","112,43"
12321,"157,15","168,65"
12322,"314,3","337,29"
12323,"104,75","112,41"
12324,"209,55","224,88"
12325,"628,63","674,62"
12326,"146,64","157,37"
12327,"31,08","33,35"
12328,"61,98","66,51"
12329,"77,03","82,67"
12330,"115,55",124
12331,"462,11","495,93"
12332,"61,64","66,15"
12333,"369,72","396,77"
12334,"143,36","153,85"
12335,"102,34","109,83"
12336,"170,59","183,07"
12337,"341,16","366,12"
12338,"37,27",40
12339,"55,92","60,01"
12340,"60,86","65,32"
12341,"91,32",98
12342,"182,64",196
12343,"184,14","197,61"
12344,"368,3","395,24"
12345,"55,35","59,4"
12346,"18,55","19,9"
12347,"7,44","8,07"
12348,"11,08","12,02"
12349,"102,39","111,03"
12350,"102,4","111,04"
12351,"22,35","24,24"
12352,"7,03","7,55"
12353,"67,84","73,57"
12354,"135,67","147,12"
12355,"19,96","21,64"
12356,"23,93","25,95"
12357,"32,82","35,59"
12358,"38,38","41,62"
12359,"57,57","62,43"
12360,"115,17","124,89"
12361,"87,76","94,18"
12362,"17,9","19,21"
12363,"42,2","45,29"
12364,"108,7","116,66"
12365,"217,42","233,33"
12366,"434,84","466,66"
12367,"465,88","499,96"
12368,"642,36","689,37"
12369,"34,34","36,85"
12370,"68,7","73,73"
12371,"206,07","221,15"
12372,"71,52","76,76"
12373,"214,57","230,27"
12374,"40,4","43,35"
12375,"121,17","130,04"
12376,"242,35","260,09"
12377,"49,99","54,21"
12378,"99,94","108,37"
12379,"199,88","216,75"
12380,"27,67","29,7"
12381,"27,99","30,04"
12382,"41,98","45,05"
12383,"55,08","59,11"
12384,414,"444,29"
12385,"128,47","137,87"
12386,"16,39","17,59"
12387,"32,76","35,16"
12388,"65,52","70,32"
12389,"2,74","2,94"
12390,"2,7","2,9"
12391,"15,92","17,09"
12392,"47,7","51,2"
12393,"29,53","31,7"
12394,"59,08","63,4"
12395,"77,88","83,57"
12396,"20,14","21,84"
12397,39,"42,29"
12398,"17,95","19,46"
12399,"107,65","116,74"
12400,"122,9","131,89"
12401,"224,44","243,38"
12402,"561,12","608,47"
12403,"1683,35","1825,41"
12404,"3366,71","3650,84"
12405,"267,89","287,49"
12406,"535,89","575,1"
12407,"53,16","57,05"
12408,"381,01","408,89"
12409,"188,91","202,73"
12410,"153,19","164,4"
12411,"29,24","31,38"
12412,"58,45","62,73"
12413,"87,69","94,11"
12414,"24,16","25,93"
12415,"84,47","90,65"
12416,"241,35","259,01"
12417,"337,9","362,62"
12418,"362,03","388,52"
12419,"603,4","647,55"
12420,"724,06","777,04"
12421,"93,86","100,73"
12422,"187,73","201,46"
12423,"268,19","287,82"
12424,"375,48","402,95"
12425,"402,31","431,74"
12426,"670,48","719,54"
12427,"804,58","863,45"
12428,"127,44","138,19"
12429,"15,08","16,18"
12430,"103,7","111,29"
12431,"7,55","8,1"
12432,"60,33","64,74"
12433,"210,65","226,06"
12434,"54,47","58,45"
12435,"108,91","116,88"
12436,"217,84","233,78"
12437,"7,86","8,44"
12438,80,"86,75"
12439,"85,7","92,93"
12440,"142,84","154,9"
12441,"159,98","173,48"
12442,"171,41","185,87"
12443,"257,11","278,8"
12444,"285,67","309,78"
12445,"135,03","144,91"
12446,"202,55","217,37"
12447,"39,98","43,36"
12448,"16,1","17,28"
12449,"48,33","51,87"
12450,"64,43","69,15"
12451,"33,89","36,37"
12452,"50,82","54,54"
12453,"186,06","199,67"
12454,"372,13","399,35"
12455,"558,19","599,04"
12456,"2232,77","2396,15"
12457,"280,75","301,29"
12458,"21,1","22,65"
12459,"63,32","67,95"
12460,"126,64","135,9"
12461,"77,65","83,33"
12462,"116,48",125
12463,"232,92","249,96"
12464,"39,72","42,62"
12465,"79,47","85,28"
12466,"119,18","127,9"
12467,"238,39","255,83"
12468,"101,33","108,74"
12469,"202,66","217,49"
12470,"405,32","434,98"
12471,"73,3","78,66"
12472,"109,95",118
12473,"219,9","235,99"
12474,"439,8","471,98"
12475,"40,83","44,27"
12476,"144,44","155,01"
12477,"69,44","74,52"
12478,"109,45","117,46"
12479,"43,77","46,98"
12480,"36,57","39,24"
12481,"51,18","54,93"
12482,"73,11","78,46"
12483,"102,36","109,85"
12484,"109,68","117,71"
12485,"204,73","219,71"
12486,"81,84","87,83"
12487,"116,92","125,48"
12488,"163,68","175,66"
12489,"175,38","188,21"
12490,"327,36","351,32"
12491,"58,51","63,45"
12492,"62,97","68,28"
12493,"188,9","204,85"
12494,"629,73","682,87"
12495,"19,28","20,9"
12496,"48,21","52,28"
12497,"5,19","5,57"
12498,"31,16","33,44"
12499,"59,17","64,16"
12500,"98,47","106,78"
12501,"40,12","43,51"
12502,"1021,99","1096,77"
12503,"2043,84","2193,39"
12504,"306,57",329
12505,"3065,77","3290,1"
12506,"102,09","109,56"
12507,"5233,6","5616,55"
12508,"622,06","667,57"
12509,"294,43","319,28"
12510,"10,23","11,09"
12511,"198,95","213,51"
12512,"319,4","342,77"
12513,"526,86","565,41"
12514,"638,39","685,1"
12515,"383,02","411,05"
12516,"766,09","822,15"
12517,"328,6","352,65"
12518,"700,56","751,82"
12519,"270,31","290,09"
12520,"840,55","902,05"
12521,"132,59","142,29"
12522,"980,35","1052,09"
12523,"1960,73","2104,19"
12524,"662,95","711,46"
12525,"255,23","273,9"
12526,"296,95","318,68"
12527,"174,82","187,61"
12528,"239,89","257,44"
12529,"259,31","278,28"
12530,"972,5","1043,66"
12531,"588,41","631,46"
12532,"1071,18","1149,56"
12533,"857,67","920,43"
12534,"467,75","507,22"
12535,"1403,27","1521,69"
12536,"2806,55","3043,41"
12537,"546,36","586,34"
12538,"192,41","206,49"
12539,"384,8","412,95"
12540,"577,2","619,44"
12541,"68,97","74,79"
12542,"132,61","142,32"
12543,"208,89","224,17"
12544,"39,9","43,27"
12545,"79,87","86,62"
12546,"70,85","76,83"
12547,"120,49","130,66"
12548,"80,35","87,13"
12549,"30,91","33,17"
12550,"49,54","53,72"
12551,"112,89","122,42"
12552,"149,81","162,45"
12553,"161,4","175,02"
12554,"1529,26","1641,16"
12555,"60,83","65,28"
12556,"117,38","125,96"
12557,"54,43","59,02"
12558,89,"96,51"
12559,"159,88","173,37"
12560,"122,58","132,93"
12561,"98,82","106,05"
12562,"1680,27","1803,22"
12563,"2520,47","2704,89"
12564,"386,63","414,91"
12565,"816,2","875,93"
12566,"219,4","235,45"
12567,"1583,14","1698,98"
12568,"9,8","10,51"
12569,"184,32","197,8"
12570,"73,59","79,8"
12571,"22,95","24,89"
12572,"71,92","77,99"
12573,"266,64","286,15"
12574,80,"85,85"
12575,"399,99","429,26"
12576,"1708,77","1833,8"
12577,"2573,68",2762
12578,"1139,18","1222,54"
12579,"1423,98","1528,17"
12580,"2006,07","2152,85"
12581,"2208,48","2370,07"
12582,"246,14","264,15"
12583,"478,19","513,18"
12584,"726,6","779,77"
12585,"967,77","1038,59"
12586,"1256,65","1348,6"
12587,"62,27","67,34"
12588,"65,21","70,52"
12589,"68,13","73,68"
12590,"78,96","85,63"
12591,"49,49","53,11"
12592,"50,32",54
12593,"55,16","59,2"
12594,"107,6","115,48"
12595,"40,49","43,45"
12596,"110,3","118,37"
12597,"42,38","45,48"
12598,"8,76","9,5"
12599,"17,65","19,14"
12600,"101,06","109,58"
12601,"108,14","117,27"
12602,"26,59","28,83"
12603,"126,82","136,1"
12604,"156,41","169,61"
12605,"56,82","60,98"
12606,"41,17","44,18"
12607,"38,92","41,77"
12608,"77,86","83,56"
12609,"155,73","167,12"
12610,"233,6","250,7"
12611,"80,31","86,18"
12612,"240,91","258,54"
12613,"25,94","27,84"
12614,"40,14","43,07"
12615,"53,55","57,46"
12616,"116,61","125,15"
12617,"28,68","31,1"
12618,"15,76","17,09"
12619,"176,38","189,28"
12620,"285,92","306,84"
12621,"180,73","193,95"
12622,"29,49","31,65"
12623,"88,59","95,07"
12624,"265,57",285
12625,"90,85","98,52"
12626,"121,13","131,35"
12627,"181,7","197,04"
12628,"11,06","11,99"
12629,"16,58","17,98"
12630,"66,34","71,94"
12631,"99,48","107,88"
12632,"132,65","143,84"
12633,"198,99","215,79"
12634,"7,42","8,04"
12635,"14,85","16,1"
12636,"29,69","32,19"
12637,"37,12","40,25"
12638,"103,95","112,72"
12639,"133,64","144,92"
12640,"148,49","161,02"
12641,"44,56","48,32"
12642,"24,88","26,7"
12643,"49,73","53,37"
12644,"53,27","57,17"
12645,"99,48","106,76"
12646,"213,15","228,74"
12647,"319,72","343,11"
12648,"43,48","46,66"
12649,"46,58","49,99"
12650,"86,95","93,32"
12651,"93,17","99,99"
12652,"186,33","199,96"
12653,"279,5","299,95"
12654,"58,58","62,87"
12655,"117,14","125,71"
12656,"175,73","188,59"
12657,"820,07","880,07"
12658,857,"919,71"
12659,"40,83","43,82"
12660,"122,43","131,39"
12661,"183,66","197,1"
12662,57,"61,17"
12663,"104,22","113,02"
12664,"208,44","226,04"
12665,"340,46","369,19"
12666,"583,68","632,93"
12667,"16,05","17,41"
12668,"64,22","69,64"
12669,"96,33","104,46"
12670,"128,44","139,28"
12671,"192,64","208,89"
12672,"23,77","25,78"
12673,"71,31","77,33"
12674,"106,95","115,98"
12675,"142,59","154,62"
12676,"29,99","32,52"
12677,"89,94","97,53"
12678,"134,9","146,29"
12679,"179,89","195,07"
12680,"44,71","48,48"
12681,"89,41","96,95"
12682,"167,66","181,81"
12683,"33,15","35,95"
12684,"66,3","71,89"
12685,"248,65","269,63"
12686,"24,57","26,64"
12687,"98,27","106,56"
12688,"196,55","213,14"
12689,"368,53","399,63"
12690,"206,72","224,17"
12691,"413,42","448,31"
12692,"335,32","363,62"
12693,"497,31","539,28"
12694,"132,63","143,82"
12695,"488,76","524,52"
12696,"12,81","13,74"
12697,"76,82","82,44"
12698,"115,24","123,67"
12699,"36,49","39,16"
12700,219,"235,02"
12701,"328,5","352,54"
12702,"63,63","68,28"
12703,"381,74","409,67"
12704,"572,61","614,51"
12705,"69,22","74,28"
12706,"415,3","445,68"
12707,"622,92","668,5"
12708,"2,66","2,85"
12709,"3,73",4
12710,16,"17,17"
12711,"32,01","34,35"
12712,"49,14","52,73"
12713,"65,51","70,3"
12714,"98,27","105,46"
12715,"15,43","16,56"
12716,"38,58","41,4"
12717,"57,89","62,12"
12718,"154,35","165,65"
12719,"231,52","248,46"
12720,"115,23","123,66"
12721,"381,75","409,68"
12722,"572,63","614,52"
12723,"622,95","668,54"
12724,"199,81","214,43"
12725,"399,59","428,83"
12726,"998,99","1072,09"
12727,"1198,8","1286,51"
12728,"1598,41","1715,37"
12729,9990,"10720,97"
12730,"71,3","77,32"
12731,"167,64","181,79"
12732,"30,84","33,45"
12733,"248,64","269,62"
12734,"335,28","363,58"
12735,"497,28","539,25"
12736,"516,79","560,4"
12737,"23,03","24,97"
12738,"34,53","37,44"
12739,"138,13","149,78"
12740,"29,04","31,49"
12741,"87,12","94,47"
12742,"130,7","141,73"
12743,"174,25","188,96"
12744,"43,3","46,95"
12745,"86,61","93,92"
12746,"162,39","176,1"
12747,"32,11","34,82"
12748,"64,23","69,65"
12749,"240,86","261,19"
12750,"23,81","25,81"
12751,"47,59","51,6"
12752,"190,39","206,46"
12753,357,"387,12"
12754,"200,25","217,15"
12755,"400,48","434,28"
12756,"324,8","352,21"
12757,"481,73","522,38"
12758,"128,47","139,31"
12759,"500,61","542,86"
12760,"24,73","26,54"
12761,"74,16","79,59"
12762,"552,02","592,41"
12763,"7,26","7,79"
12764,"60,74","65,18"
12765,"86,67","93,01"
12766,"173,35","186,04"
12767,"260,01","279,04"
12768,"96,9","103,99"
12769,"290,74","312,01"
12770,"68,61","73,63"
12771,"228,73","245,46"
12772,"14,24","15,41"
12773,"21,37","23,11"
12774,"42,76","46,24"
12775,"64,12","69,35"
12776,"10,58","11,35"
12777,"95,2","102,17"
12778,"66,89","71,78"
12779,"100,32","107,66"
12780,"137,17","147,21"
12781,"55,18","59,22"
12782,"367,85","394,77"
12783,"919,64","986,93"
12784,"29,81","32,33"
12785,"51,16","54,9"
12786,"100,64",108
12787,"2,4","2,6"
12788,"4,81","5,2"
12789,"9,62","10,4"
12790,"12,04","13,02"
12791,"19,25","20,82"
12792,"24,06","26,02"
12793,"43,3","46,82"
12794,"48,12","52,04"
12795,"57,74","62,44"
12796,"72,17","78,05"
12797,"120,29","130,08"
12798,"33,52","36,35"
12799,"20,11","21,8"
12800,"34,45","37,36"
12801,"505,35",548
12802,"1676,05","1817,5"
12803,"1005,63","1090,49"
12804,"403,91",438
12805,"6,55","7,11"
12806,"4,73","5,13"
12807,"6,32","6,85"
12808,"12,5","13,51"
12809,"462,02","501,01"
12810,"438,95","475,99"
12811,"9,24","10,02"
12812,"9,43","10,23"
12813,"8,97","9,72"
12814,"103,18","110,73"
12815,"44,17","47,4"
12816,"74,71","81,01"
12817,"236,28","253,57"
12818,"25,35","27,21"
12819,"101,41","108,83"
12820,"80,64","87,44"
12821,"242,03","262,45"
12822,"29,69","31,87"
12823,"49,1","52,7"
12824,"8,58","9,21"
12825,"83,8","89,93"
12826,"211,78","227,28"
12827,"319,41","342,78"
12828,"94,27","101,17"
12829,"157,14","168,63"
12830,"73,6","78,99"
12831,"99,99","107,3"
12832,"135,28","145,18"
12833,"40,08","43,01"
12834,"51,55","55,9"
12835,"27,17","29,16"
12836,"21,38","22,94"
12837,"42,69","45,82"
12838,"67,58","72,52"
12839,"36,31","39,37"
12840,"168,78","181,13"
12841,"18,55","20,11"
12842,"20,15","21,85"
12843,"23,22","25,17"
12844,"19,54","21,19"
12845,"543,95","583,76"
12846,"33,66","36,12"
12847,"146,72","157,45"
12848,"25,42","27,57"
12849,"264,8","284,17"
12850,"77,53","83,21"
12851,"155,07","166,41"
12852,"92,23","100,01"
12853,"191,3","207,44"
12854,"76,52","82,12"
12855,"96,85","105,02"
12856,"188,88","204,82"
12857,"46,89","50,32"
12858,"72,9","78,23"
12859,"115,85","124,33"
12860,"58,24","63,16"
12861,"23,15","25,1"
12862,"86,91","94,25"
12863,"974,49","1045,79"
12864,"334,49","358,96"
12865,"179,05","192,15"
12866,"358,1","384,3"
12867,"29,28","31,75"
12868,"40,15","43,53"
12869,"39,58","42,48"
12870,"75,95","81,51"
12871,"9,16","9,83"
12872,"11,83","12,7"
12873,"56,34","60,46"
12874,"112,72","120,96"
12875,"174,76","189,51"
12876,"29,38","31,85"
12877,"11,5","12,34"
12878,"80,17","86,94"
12879,"73,61",79
12880,"412,97","443,18"
12881,"52,24","56,06"
12882,"63,05","67,66"
12883,"94,6","101,52"
12884,"31,48","33,78"
12885,"45,5","48,83"
12886,"31,53","33,84"
12887,"63,07","67,68"
12888,"57,04","61,85"
12889,"73,61","79,82"
12890,"48,13","52,19"
12891,"49,7","53,9"
12892,"57,49","62,34"
12893,"40,25","43,65"
12894,"26,97","29,25"
12895,"25,64","27,81"
12896,"47,66","51,15"
12897,"136,16","146,12"
12898,"190,61","204,56"
12899,"241,33","258,99"
12900,"43,06","46,69"
12901,"16,61","18,01"
12902,"31,17","33,8"
12903,"77,4","83,06"
12904,"51,98","55,78"
12905,"75,38","81,74"
12906,"150,75","163,47"
12907,"201,31","216,04"
12908,"402,61","432,07"
12909,"818,9","878,82"
12910,"76,68","82,29"
12911,"175,77","188,63"
12912,"73,24","78,6"
12913,"146,47","157,18"
12914,"219,7","235,78"
12915,"154,86","166,2"
12916,"309,67","332,33"
12917,"220,78","236,94"
12918,"441,58","473,89"
12919,"235,41","252,63"
12920,"20,61","22,12"
12921,"61,83","66,35"
12922,"158,16","169,73"
12923,"55,2","59,24"
12924,"165,64","177,76"
12925,"331,32","355,56"
12926,"496,89","533,24"
12927,"96,7","103,78"
12928,"290,1","311,33"
12929,"870,31","933,99"
12930,"30,59","32,83"
12931,"134,36","144,2"
12932,"134,33","144,16"
12933,"650,27","697,85"
12934,"35,88","38,5"
12935,"286,97","307,96"
12936,"602,09","646,15"
12937,"153,74","164,99"
12938,"307,47","329,96"
12939,"337,5","362,2"
12940,"37,5","40,24"
12941,"130,64","140,2"
12942,"261,25","280,37"
12943,"50,31","53,99"
12944,"150,91","161,95"
12945,"301,82","323,9"
12946,"168,69","182,93"
12947,"337,34","365,81"
12948,"138,71","150,41"
12949,"153,9","166,89"
12950,"461,7","500,67"
12951,"825,98","895,69"
12952,"1226,47","1329,98"
12953,"6,3","6,76"
12954,"54,52","58,51"
12955,"70,74","75,91"
12956,"92,75","99,54"
12957,"79,7","85,54"
12958,"49,77","53,41"
12959,"298,59","320,44"
12960,"104,82","112,49"
12961,"314,41","337,41"
12962,"628,85","674,87"
12963,"1829,44","1963,3"
12964,"69,01","74,06"
12965,"45,19","48,5"
12966,"48,24","51,77"
12967,"289,43","310,61"
12968,"42,4","45,98"
12969,"34,75","37,68"
12970,"55,97","60,69"
12971,"92,09","99,86"
12972,"127,18","137,92"
12973,"49,92","53,57"
12974,"199,69","214,3"
12975,"225,26","241,74"
12976,"293,75","315,24"
12977,"139,89","150,12"
12978,"195,8","210,12"
12979,"47,42","50,89"
12980,"12,31","13,21"
12981,"67,85","72,82"
12982,"47,51","50,99"
12983,"194,3","210,7"
12984,"34,85","37,79"
12985,"71,57","77,61"
12986,"214,71","232,83"
12987,"429,43","465,67"
12988,"485,79","526,78"
12989,"1457,38","1580,37"
12990,"2914,74","3160,72"
12991,"46,98","50,41"
12992,"93,94","100,82"
12993,"187,9","201,65"
12994,"191,08","205,06"
12995,"382,15","410,11"
12996,"128,94","138,38"
12997,"64,13","68,82"
12998,"128,26","137,65"
12999,"18,77","20,15"
13000,"28,16","30,22"
13001,"383,53","411,6"
13002,"183,91","197,37"
13003,"459,43","493,05"
13004,"918,91","986,15"
13005,"8569,63","9196,67"
13006,"214,23","229,9"
13007,"1070,97","1149,33"
13008,"4284,79","4598,3"
13009,"2450,88","2630,21"
13010,"1225,42","1315,09"
13011,"612,7","657,54"
13012,"251,25","269,63"
13013,"1524,57","1636,12"
13014,"914,73","981,66"
13015,"152,43","163,59"
13016,"128,34","137,73"
13017,"320,85","344,33"
13018,"73,15","78,5"
13019,"601,38","645,38"
13020,"1202,75","1290,76"
13021,"1192,7","1279,98"
13022,"1987,84","2133,29"
13023,"9939,29","10666,55"
13024,"19878,57","21333,09"
13025,"408,42","438,3"
13026,"1071,82","1150,24"
13027,"3983,74","4275,23"
13028,"1810,81","1943,3"
13029,"4370,33","4739,15"
13030,"2185,12","2369,53"
13031,"1126,27","1208,68"
13032,"2252,56","2417,38"
13033,"3378,84","3626,07"
13034,"2450,84","2630,17"
13035,"612,72","657,55"
13036,"148,3","160,81"
13037,"775,47","840,91"
13038,"82,76","88,82"
13039,"88,08","94,52"
13040,"187,47","201,18"
13041,"260,97","280,06"
13042,"1347,02","1445,59"
13043,"2444,8","2623,68"
13044,"46,91","50,34"
13045,"60,62","65,74"
13046,"104,15","112,94"
13047,"1056,27","1133,56"
13048,"44,48","48,23"
13049,"67,13","72,04"
13050,"172,56","185,18"
13051,"345,13","370,38"
13052,"1001,6","1074,89"
13053,"652,95","700,73"
13054,"116,52","125,05"
13055,"255,81","274,52"
13056,"60,45","65,55"
13057,"95,94","102,96"
13058,"186,85","200,52"
13059,"103,91","111,51"
13060,"204,91","219,9"
13061,"259,76","278,77"
13062,"120,15","128,94"
13063,"195,68",210
13064,"391,38","420,01"
13065,"238,48","255,93"
13066,"77,68","83,37"
13067,"242,09","259,8"
13068,"163,69","175,67"
13069,"327,51","351,48"
13070,"28,69","31,11"
13071,"253,98","272,56"
13072,"18,74","20,11"
13073,"361,93","388,41"
13074,"825,81","886,23"
13075,"232,82","249,85"
13076,"121,76","130,67"
13077,"186,26","199,89"
13078,"362,31","388,82"
13079,"46,84","50,79"
13080,"42,02","45,56"
13081,"135,99","147,47"
13082,"111,24","119,38"
13083,"31,19","33,48"
13084,"35,19","38,16"
13085,"170,76","185,17"
13086,65905,"71466,89"
13087,"65679,08","71221,9"
13088,"95820,86","103907,43"
13089,"91452,01","99169,88"
13090,"84163,32","91266,08"
13091,"112686,63","122196,54"
13092,"7,04","7,63"
13093,"11,69","12,68"
13094,"892,88","968,23"
13095,"1139,94","1236,14"
13096,"16,44","17,83"
13097,"346,12","375,33"
13098,"52,73","57,18"
13099,"206,93","224,39"
13100,"31,29","33,93"
13101,"9,93","10,76"
13102,"491,28","532,74"
13103,"535,35","580,53"
13104,"805,47","873,44"
13105,"10,68","11,58"
13106,"353,79","383,65"
13107,"137,97","149,61"
13108,"11,24","12,19"
13109,"227,62","246,83"
13110,"217,59","235,95"
13111,"73,63","79,85"
13112,"191,49","205,5"
13113,"202,6","217,43"
13114,"5,61","6,02"
13115,"188,33","202,11"
13116,"201,24","215,96"
13117,"11,28","12,23"
13118,"317,58","344,38"
13119,"423,22","458,94"
13120,"13,95","15,13"
13121,"18,15","19,48"
13122,"16,49","17,7"
13123,"465,3","499,34"
13124,"25,62","27,78"
13125,"469,68","509,31"
13126,"670,35","726,92"
13127,"308,16","334,17"
13128,"523,34","561,63"
13129,"2382,98","2584,09"
13130,"2500,36","2711,37"
13131,"2669,79","2895,1"
13132,"65,93","71,49"
13133,"3018,42","3273,15"
13134,"2937,07","3184,93"
13135,"3228,2","3500,64"
13136,"625,66","678,46"
13137,"1416,47","1520,11"
13138,"22,06","23,92"
13139,"695,59","754,3"
13140,"707,39","767,09"
13141,"41,29","44,77"
13142,"6,38","6,92"
13143,"191,72","207,9"
13144,"313,58","340,04"
13145,"63,72","69,1"
13146,"1013,22","1098,73"
13147,"39,88","43,24"
13148,"618,69","670,9"
13149,"23,08","25,02"
13150,"149,88","162,53"
13151,"300,44","325,8"
13152,"107,63","116,71"
